ID,X,Y,Z
7910,301.00,52.00,1.41
7911,301.00,53.00,2.41
7912,301.00,54.00,2.83
7913,301.00,55.00,3.83
7914,301.00,56.00,4.24
7915,301.00,57.00,5.24
7916,301.00,58.00,5.66
7917,301.00,59.00,6.66
7918,301.00,60.00,7.07
7919,301.00,61.00,8.07
7920,301.00,62.00,8.49
7921,302.00,39.00,8.49
7922,302.00,40.00,8.07
7923,302.00,41.00,7.07
7924,302.00,42.00,6.66
7925,302.00,43.00,5.66
7926,302.00,44.00,5.24
7927,302.00,45.00,4.24
7928,302.00,46.00,3.83
7929,302.00,47.00,2.83
7930,302.00,48.00,2.41
7931,302.00,49.00,1.41
7932,302.00,50.00,1.00
7933,302.00,51.00,0.00
7934,302.00,52.00,1.00
7935,302.00,53.00,1.41
7936,302.00,54.00,2.41
7937,302.00,55.00,2.83
7938,302.00,56.00,3.83
7939,302.00,57.00,4.24
7940,302.00,58.00,5.24
7941,302.00,59.00,5.66
7942,302.00,60.00,6.66
7943,302.00,61.00,7.07
7944,302.00,62.00,8.07
7945,302.00,63.00,9.07
7946,303.00,40.00,8.49
7947,303.00,41.00,8.07
7948,303.00,42.00,7.07
7949,303.00,43.00,6.66
7950,303.00,44.00,5.66
7951,303.00,45.00,5.24
7952,303.00,46.00,4.24
7953,303.00,47.00,3.83
7954,303.00,48.00,2.83
7955,303.00,49.00,2.41
7956,303.00,50.00,1.41
7957,303.00,51.00,1.00
7958,303.00,52.00,0.00
7959,303.00,53.00,1.00
7960,303.00,54.00,1.41
7961,303.00,55.00,2.41
7962,303.00,56.00,2.83
7963,303.00,57.00,3.83
7964,303.00,58.00,4.24
7965,303.00,59.00,5.24
7966,303.00,60.00,5.66
7967,303.00,61.00,6.66
7968,303.00,62.00,7.66
7969,303.00,63.00,8.49
7970,303.00,64.00,9.49
7971,304.00,41.00,8.49
7972,304.00,42.00,8.07
7973,304.00,43.00,7.07
7974,304.00,44.00,6.66
7975,304.00,45.00,5.66
7976,304.00,46.00,5.24
7977,304.00,47.00,4.24
7978,304.00,48.00,3.83
7979,304.00,49.00,2.83
7980,304.00,50.00,2.00
7981,304.00,51.00,1.00
7982,304.00,52.00,0.00
7983,304.00,53.00,0.00
7984,304.00,54.00,1.00
7985,304.00,55.00,1.41
7986,304.00,56.00,2.41
7987,304.00,57.00,2.83
7988,304.00,58.00,3.83
7989,304.00,59.00,4.24
7990,304.00,60.00,5.24
7991,304.00,61.00,6.24
7992,304.00,62.00,7.07
7993,304.00,63.00,8.07
7994,304.00,64.00,8.49
7995,305.00,41.00,9.49
7996,305.00,42.00,8.49
7997,305.00,43.00,8.07
7998,305.00,44.00,7.07
7999,305.00,45.00,6.66
8000,305.00,46.00,5.66
8001,305.00,47.00,5.24
8002,305.00,48.00,4.24
8003,305.00,49.00,3.41
8004,305.00,50.00,2.41
8005,305.00,51.00,1.41
8006,305.00,52.00,1.00
8007,305.00,53.00,0.00
8008,305.00,54.00,0.00
8009,305.00,55.00,1.00
8010,305.00,56.00,1.41
8011,305.00,57.00,2.41
8012,305.00,58.00,2.83
8013,305.00,59.00,3.83
8014,305.00,60.00,4.83
8015,305.00,61.00,5.66
8016,305.00,62.00,6.66
8017,305.00,63.00,7.07
8018,305.00,64.00,8.07
8019,305.00,65.00,8.49
8020,306.00,42.00,9.49
8021,306.00,43.00,8.49
8022,306.00,44.00,8.07
8023,306.00,45.00,7.07
8024,306.00,46.00,6.66
8025,306.00,47.00,5.66
8026,306.00,48.00,4.83
8027,306.00,49.00,3.83
8028,306.00,50.00,2.83
8029,306.00,51.00,2.41
8030,306.00,52.00,1.41
8031,306.00,53.00,1.00
8032,306.00,54.00,0.00
8033,306.00,55.00,0.00
8034,306.00,56.00,1.00
8035,306.00,57.00,1.41
8036,306.00,58.00,2.41
8037,306.00,59.00,3.41
8038,306.00,60.00,4.24
8039,306.00,61.00,5.24
8040,306.00,62.00,5.66
8041,306.00,63.00,6.66
8042,306.00,64.00,7.07
8043,306.00,65.00,8.07
8044,306.00,66.00,8.49
8045,307.00,43.00,9.49
8046,307.00,44.00,8.49
8047,307.00,45.00,8.07
8048,307.00,46.00,7.07
8049,307.00,47.00,6.24
8050,307.00,48.00,5.24
8051,307.00,49.00,4.24
8052,307.00,50.00,3.83
8053,307.00,51.00,2.83
8054,307.00,52.00,2.41
8055,307.00,53.00,1.41
8056,307.00,54.00,1.00
8057,307.00,55.00,0.00
8058,307.00,56.00,0.00
8059,307.00,57.00,1.00
8060,307.00,58.00,2.00
8061,307.00,59.00,2.83
8062,307.00,60.00,3.83
8063,307.00,61.00,4.24
8064,307.00,62.00,5.24
8065,307.00,63.00,5.66
8066,307.00,64.00,6.66
8067,307.00,65.00,7.07
8068,307.00,66.00,8.07
8069,307.00,67.00,8.49
8070,308.00,44.00,9.49
8071,308.00,45.00,8.49
8072,308.00,46.00,7.66
8073,308.00,47.00,6.66
8074,308.00,48.00,5.66
8075,308.00,49.00,5.24
8076,308.00,50.00,4.24
8077,308.00,51.00,3.83
8078,308.00,52.00,2.83
8079,308.00,53.00,2.41
8080,308.00,54.00,1.41
8081,308.00,55.00,1.00
8082,308.00,56.00,0.00
8083,308.00,57.00,1.00
8084,308.00,58.00,1.41
8085,308.00,59.00,2.41
8086,308.00,60.00,2.83
8087,308.00,61.00,3.83
8088,308.00,62.00,4.24
8089,308.00,63.00,5.24
8090,308.00,64.00,5.66
8091,308.00,65.00,6.66
8092,308.00,66.00,7.07
8093,308.00,67.00,8.07
8094,308.00,68.00,8.49
8095,309.00,45.00,9.07
8096,309.00,46.00,8.07
8097,309.00,47.00,7.07
8098,309.00,48.00,6.66
8099,309.00,49.00,5.66
8100,309.00,50.00,5.24
8101,309.00,51.00,4.24
8102,309.00,52.00,3.83
8103,309.00,53.00,2.83
8104,309.00,54.00,2.41
8105,309.00,55.00,1.41
8106,309.00,56.00,1.00
8107,309.00,57.00,0.00
8108,309.00,58.00,1.00
8109,309.00,59.00,1.41
8110,309.00,60.00,2.41
8111,309.00,61.00,2.83
8112,309.00,62.00,3.83
8113,309.00,63.00,4.24
8114,309.00,64.00,5.24
8115,309.00,65.00,5.66
8116,309.00,66.00,6.66
8117,309.00,67.00,7.07
8118,309.00,68.00,8.07
8119,309.00,69.00,8.49
8120,310.00,46.00,8.49
8121,310.00,47.00,8.07
8122,310.00,48.00,7.07
8123,310.00,49.00,6.66
8124,310.00,50.00,5.66
8125,310.00,51.00,5.24
8126,310.00,52.00,4.24
8127,310.00,53.00,3.83
8128,310.00,54.00,2.83
8129,310.00,55.00,2.41
8130,310.00,56.00,1.41
8131,310.00,57.00,1.00
8132,310.00,58.00,0.00
8133,310.00,59.00,1.00
8134,310.00,60.00,1.41
8135,310.00,61.00,2.41
8136,310.00,62.00,2.83
8137,310.00,63.00,3.83
8138,310.00,64.00,4.24
8139,310.00,65.00,5.24
8140,310.00,66.00,5.66
8141,310.00,67.00,6.66
8142,310.00,68.00,7.07
8143,310.00,69.00,8.07
8144,310.00,70.00,9.07
8145,311.00,47.00,8.49
8146,311.00,48.00,8.07
8147,311.00,49.00,7.07
8148,311.00,50.00,6.66
8149,311.00,51.00,5.66
8150,311.00,52.00,5.24
8151,311.00,53.00,4.24
8152,311.00,54.00,3.83
8153,311.00,55.00,2.83
8154,311.00,56.00,2.41
8155,311.00,57.00,1.41
8156,311.00,58.00,1.00
8157,311.00,59.00,0.00
8158,311.00,60.00,1.00
8159,311.00,61.00,1.41
8160,311.00,62.00,2.41
8161,311.00,63.00,2.83
8162,311.00,64.00,3.83
8163,311.00,65.00,4.24
8164,311.00,66.00,5.24
8165,311.00,67.00,5.66
8166,311.00,68.00,6.66
8167,311.00,69.00,7.66
8168,311.00,70.00,8.49
8169,311.00,71.00,9.49
8170,312.00,48.00,8.49
8171,312.00,49.00,8.07
8172,312.00,50.00,7.07
8173,312.00,51.00,6.66
8174,312.00,52.00,5.66
8175,312.00,53.00,5.24
8176,312.00,54.00,4.24
8177,312.00,55.00,3.83
8178,312.00,56.00,2.83
8179,312.00,57.00,2.41
8180,312.00,58.00,1.41
8181,312.00,59.00,1.00
8182,312.00,60.00,0.00
8183,312.00,61.00,1.00
8184,312.00,62.00,1.41
8185,312.00,63.00,2.41
8186,312.00,64.00,2.83
8187,312.00,65.00,3.83
8188,312.00,66.00,4.24
8189,312.00,67.00,5.24
8190,312.00,68.00,6.24
8191,312.00,69.00,7.07
8192,312.00,70.00,8.07
8193,312.00,71.00,8.49
8194,313.00,49.00,8.49
8195,313.00,50.00,8.07
8196,313.00,51.00,7.07
8197,313.00,52.00,6.66
8198,313.00,53.00,5.66
8199,313.00,54.00,5.24
8200,313.00,55.00,4.24
8201,313.00,56.00,3.83
8202,313.00,57.00,2.83
8203,313.00,58.00,2.00
8204,313.00,59.00,1.00
8205,313.00,60.00,0.00
8206,313.00,61.00,0.00
8207,313.00,62.00,1.00
8208,313.00,63.00,1.41
8209,313.00,64.00,2.41
8210,313.00,65.00,2.83
8211,313.00,66.00,3.83
8212,313.00,67.00,4.83
8213,313.00,68.00,5.66
8214,313.00,69.00,6.66
8215,313.00,70.00,7.07
8216,313.00,71.00,8.07
8217,313.00,72.00,8.49
8218,314.00,50.00,8.49
8219,314.00,51.00,8.07
8220,314.00,52.00,7.07
8221,314.00,53.00,6.66
8222,314.00,54.00,5.66
8223,314.00,55.00,5.24
8224,314.00,56.00,4.24
8225,314.00,57.00,3.41
8226,314.00,58.00,2.41
8227,314.00,59.00,1.41
8228,314.00,60.00,1.00
8229,314.00,61.00,0.00
8230,314.00,62.00,0.00
8231,314.00,63.00,1.00
8232,314.00,64.00,1.41
8233,314.00,65.00,2.41
8234,314.00,66.00,3.41
8235,314.00,67.00,4.24
8236,314.00,68.00,5.24
8237,314.00,69.00,5.66
8238,314.00,70.00,6.66
8239,314.00,71.00,7.07
8240,314.00,72.00,8.07
8241,314.00,73.00,8.49
8242,315.00,51.00,8.49
8243,315.00,52.00,8.07
8244,315.00,53.00,7.07
8245,315.00,54.00,6.66
8246,315.00,55.00,5.66
8247,315.00,56.00,4.83
8248,315.00,57.00,3.83
8249,315.00,58.00,2.83
8250,315.00,59.00,2.41
8251,315.00,60.00,1.41
8252,315.00,61.00,1.00
8253,315.00,62.00,0.00
8254,315.00,63.00,0.00
8255,315.00,64.00,1.00
8256,315.00,65.00,2.00
8257,315.00,66.00,2.83
8258,315.00,67.00,3.83
8259,315.00,68.00,4.24
8260,315.00,69.00,5.24
8261,315.00,70.00,5.66
8262,315.00,71.00,6.66
8263,315.00,72.00,7.07
8264,315.00,73.00,8.07
8265,315.00,74.00,9.07
8266,316.00,51.00,9.49
8267,316.00,52.00,8.49
8268,316.00,53.00,8.07
8269,316.00,54.00,7.07
8270,316.00,55.00,6.24
8271,316.00,56.00,5.24
8272,316.00,57.00,4.24
8273,316.00,58.00,3.83
8274,316.00,59.00,2.83
8275,316.00,60.00,2.41
8276,316.00,61.00,1.41
8277,316.00,62.00,1.00
8278,316.00,63.00,0.00
8279,316.00,64.00,1.00
8280,316.00,65.00,1.41
8281,316.00,66.00,2.41
8282,316.00,67.00,2.83
8283,316.00,68.00,3.83
8284,316.00,69.00,4.24
8285,316.00,70.00,5.24
8286,316.00,71.00,5.66
8287,316.00,72.00,6.66
8288,316.00,73.00,7.66
8289,316.00,74.00,8.49
8290,317.00,52.00,9.49
8291,317.00,53.00,8.49
8292,317.00,54.00,7.66
8293,317.00,55.00,6.66
8294,317.00,56.00,5.66
8295,317.00,57.00,5.24
8296,317.00,58.00,4.24
8297,317.00,59.00,3.83
8298,317.00,60.00,2.83
8299,317.00,61.00,2.41
8300,317.00,62.00,1.41
8301,317.00,63.00,1.00
8302,317.00,64.00,0.00
8303,317.00,65.00,1.00
8304,317.00,66.00,1.41
8305,317.00,67.00,2.41
8306,317.00,68.00,2.83
8307,317.00,69.00,3.83
8308,317.00,70.00,4.24
8309,317.00,71.00,5.24
8310,317.00,72.00,6.24
8311,317.00,73.00,7.07
8312,317.00,74.00,8.07
8313,317.00,75.00,9.07
8314,318.00,53.00,9.07
8315,318.00,54.00,8.07
8316,318.00,55.00,7.07
8317,318.00,56.00,6.66
8318,318.00,57.00,5.66
8319,318.00,58.00,5.24
8320,318.00,59.00,4.24
8321,318.00,60.00,3.83
8322,318.00,61.00,2.83
8323,318.00,62.00,2.41
8324,318.00,63.00,1.41
8325,318.00,64.00,1.00
8326,318.00,65.00,0.00
8327,318.00,66.00,1.00
8328,318.00,67.00,1.41
8329,318.00,68.00,2.41
8330,318.00,69.00,2.83
8331,318.00,70.00,3.83
8332,318.00,71.00,4.83
8333,318.00,72.00,5.66
8334,318.00,73.00,6.66
8335,318.00,74.00,7.66
8336,318.00,75.00,8.49
8337,319.00,54.00,8.49
8338,319.00,55.00,8.07
8339,319.00,56.00,7.07
8340,319.00,57.00,6.66
8341,319.00,58.00,5.66
8342,319.00,59.00,5.24
8343,319.00,60.00,4.24
8344,319.00,61.00,3.83
8345,319.00,62.00,2.83
8346,319.00,63.00,2.41
8347,319.00,64.00,1.41
8348,319.00,65.00,1.00
8349,319.00,66.00,0.00
8350,319.00,67.00,1.00
8351,319.00,68.00,1.41
8352,319.00,69.00,2.41
8353,319.00,70.00,3.41
8354,319.00,71.00,4.24
8355,319.00,72.00,5.24
8356,319.00,73.00,6.24
8357,319.00,74.00,7.07
8358,319.00,75.00,8.07
8359,319.00,76.00,9.07
8360,320.00,55.00,8.49
8361,320.00,56.00,8.07
8362,320.00,57.00,7.07
8363,320.00,58.00,6.66
8364,320.00,59.00,5.66
8365,320.00,60.00,5.24
8366,320.00,61.00,4.24
8367,320.00,62.00,3.83
8368,320.00,63.00,2.83
8369,320.00,64.00,2.00
8370,320.00,65.00,1.00
8371,320.00,66.00,0.00
8372,320.00,67.00,0.00
8373,320.00,68.00,1.00
8374,320.00,69.00,2.00
8375,320.00,70.00,2.83
8376,320.00,71.00,3.83
8377,320.00,72.00,4.83
8378,320.00,73.00,5.66
8379,320.00,74.00,6.66
8380,320.00,75.00,7.66
8381,320.00,76.00,8.66
8382,321.00,56.00,8.49
8383,321.00,57.00,8.07
8384,321.00,58.00,7.07
8385,321.00,59.00,6.66
8386,321.00,60.00,5.66
8387,321.00,61.00,5.24
8388,321.00,62.00,4.24
8389,321.00,63.00,3.41
8390,321.00,64.00,2.41
8391,321.00,65.00,1.41
8392,321.00,66.00,1.00
8393,321.00,67.00,0.00
8394,321.00,68.00,1.00
8395,321.00,69.00,1.41
8396,321.00,70.00,2.41
8397,321.00,71.00,3.41
8398,321.00,72.00,4.24
8399,321.00,73.00,5.24
8400,321.00,74.00,6.24
8401,321.00,75.00,7.24
8402,321.00,76.00,8.24
8403,321.00,77.00,9.24
8404,322.00,57.00,8.49
8405,322.00,58.00,8.07
8406,322.00,59.00,7.07
8407,322.00,60.00,6.66
8408,322.00,61.00,5.66
8409,322.00,62.00,4.83
8410,322.00,63.00,3.83
8411,322.00,64.00,2.83
8412,322.00,65.00,2.41
8413,322.00,66.00,1.41
8414,322.00,67.00,1.00
8415,322.00,68.00,0.00
8416,322.00,69.00,1.00
8417,322.00,70.00,2.00
8418,322.00,71.00,2.83
8419,322.00,72.00,3.83
8420,322.00,73.00,4.83
8421,322.00,74.00,5.83
8422,322.00,75.00,6.83
8423,322.00,76.00,7.83
8424,322.00,77.00,8.83
8425,323.00,58.00,8.49
8426,323.00,59.00,8.07
8427,323.00,60.00,7.07
8428,323.00,61.00,6.24
8429,323.00,62.00,5.24
8430,323.00,63.00,4.24
8431,323.00,64.00,3.83
8432,323.00,65.00,2.83
8433,323.00,66.00,2.00
8434,323.00,67.00,1.00
8435,323.00,68.00,0.00
8436,323.00,69.00,1.00
8437,323.00,70.00,1.41
8438,323.00,71.00,2.41
8439,323.00,72.00,3.41
8440,323.00,73.00,4.41
8441,323.00,74.00,5.41
8442,323.00,75.00,6.41
8443,323.00,76.00,7.41
8444,323.00,77.00,8.41
8445,324.00,58.00,9.49
8446,324.00,59.00,8.49
8447,324.00,60.00,7.66
8448,324.00,61.00,6.66
8449,324.00,62.00,5.66
8450,324.00,63.00,5.00
8451,324.00,64.00,4.00
8452,324.00,65.00,3.00
8453,324.00,66.00,2.00
8454,324.00,67.00,1.00
8455,324.00,68.00,0.00
8456,324.00,69.00,0.00
8457,324.00,70.00,1.00
8458,324.00,71.00,2.00
8459,324.00,72.00,3.00
8460,324.00,73.00,4.00
8461,324.00,74.00,5.00
8462,324.00,75.00,6.00
8463,324.00,76.00,7.00
8464,324.00,77.00,8.00
8465,324.00,78.00,9.00
8466,325.00,59.00,9.07
8467,325.00,60.00,8.07
8468,325.00,61.00,7.07
8469,325.00,62.00,6.41
8470,325.00,63.00,5.41
8471,325.00,64.00,4.41
8472,325.00,65.00,3.41
8473,325.00,66.00,2.41
8474,325.00,67.00,1.41
8475,325.00,68.00,1.00
8476,325.00,69.00,0.00
8477,325.00,70.00,1.00
8478,325.00,71.00,2.00
8479,325.00,72.00,3.00
8480,325.00,73.00,4.00
8481,325.00,74.00,5.00
8482,325.00,75.00,6.00
8483,325.00,76.00,7.00
8484,325.00,77.00,8.00
8485,325.00,78.00,9.00
8486,326.00,60.00,8.49
8487,326.00,61.00,7.83
8488,326.00,62.00,6.83
8489,326.00,63.00,5.83
8490,326.00,64.00,4.83
8491,326.00,65.00,3.83
8492,326.00,66.00,2.83
8493,326.00,67.00,2.00
8494,326.00,68.00,1.00
8495,326.00,69.00,0.00
8496,326.00,70.00,1.00
8497,326.00,71.00,2.00
8498,326.00,72.00,3.00
8499,326.00,73.00,4.00
8500,326.00,74.00,5.00
8501,326.00,75.00,6.00
8502,326.00,76.00,7.00
8503,326.00,77.00,8.00
8504,326.00,78.00,9.00
8505,327.00,60.00,9.00
8506,327.00,61.00,8.00
8507,327.00,62.00,7.00
8508,327.00,63.00,6.00
8509,327.00,64.00,5.00
8510,327.00,65.00,4.00
8511,327.00,66.00,3.00
8512,327.00,67.00,2.00
8513,327.00,68.00,1.00
8514,327.00,69.00,0.00
8515,327.00,70.00,1.00
8516,327.00,71.00,2.00
8517,327.00,72.00,3.00
8518,327.00,73.00,4.00
8519,327.00,74.00,5.00
8520,327.00,75.00,6.00
8521,327.00,76.00,7.00
8522,327.00,77.00,8.00
8523,327.00,78.00,9.00
8524,328.00,61.00,8.00
8525,328.00,62.00,7.00
8526,328.00,63.00,6.00
8527,328.00,64.00,5.00
8528,328.00,65.00,4.00
8529,328.00,66.00,3.00
8530,328.00,67.00,2.00
8531,328.00,68.00,1.00
8532,328.00,69.00,0.00
8533,328.00,70.00,1.00
8534,328.00,71.00,2.00
8535,328.00,72.00,3.00
8536,328.00,73.00,4.00
8537,328.00,74.00,5.00
8538,328.00,75.00,6.00
8539,328.00,76.00,7.00
8540,328.00,77.00,8.00
8541,328.00,78.00,9.00
8542,329.00,61.00,8.00
8543,329.00,62.00,7.00
8544,329.00,63.00,6.00
8545,329.00,64.00,5.00
8546,329.00,65.00,4.00
8547,329.00,66.00,3.00
8548,329.00,67.00,2.00
8549,329.00,68.00,1.00
8550,329.00,69.00,0.00
8551,329.00,70.00,1.00
8552,329.00,71.00,2.00
8553,329.00,72.00,3.00
8554,329.00,73.00,4.00
8555,329.00,74.00,5.00
8556,329.00,75.00,6.00
8557,329.00,76.00,7.00
8558,329.00,77.00,8.00
8559,329.00,78.00,9.00
8560,330.00,61.00,8.00
8561,330.00,62.00,7.00
8562,330.00,63.00,6.00
8563,330.00,64.00,5.00
8564,330.00,65.00,4.00
8565,330.00,66.00,3.00
8566,330.00,67.00,2.00
8567,330.00,68.00,1.00
8568,330.00,69.00,0.00
8569,330.00,70.00,1.00
8570,330.00,71.00,2.00
8571,330.00,72.00,3.00
8572,330.00,73.00,4.00
8573,330.00,74.00,5.00
8574,330.00,75.00,6.00
8575,330.00,76.00,7.00
8576,330.00,77.00,8.00
8577,330.00,78.00,9.00
8578,331.00,60.00,9.00
8579,331.00,61.00,8.00
8580,331.00,62.00,7.00
8581,331.00,63.00,6.00
8582,331.00,64.00,5.00
8583,331.00,65.00,4.00
8584,331.00,66.00,3.00
8585,331.00,67.00,2.00
8586,331.00,68.00,1.00
8587,331.00,69.00,0.00
8588,331.00,70.00,1.00
8589,331.00,71.00,2.00
8590,331.00,72.00,3.00
8591,331.00,73.00,4.00
8592,331.00,74.00,5.00
8593,331.00,75.00,6.00
8594,331.00,76.00,7.00
8595,331.00,77.00,8.00
8596,331.00,78.00,9.00
8597,332.00,60.00,9.00
8598,332.00,61.00,8.00
8599,332.00,62.00,7.00
8600,332.00,63.00,6.00
8601,332.00,64.00,5.00
8602,332.00,65.00,4.00
8603,332.00,66.00,3.00
8604,332.00,67.00,2.00
8605,332.00,68.00,1.00
8606,332.00,69.00,0.00
8607,332.00,70.00,1.00
8608,332.00,71.00,2.00
8609,332.00,72.00,3.00
8610,332.00,73.00,4.00
8611,332.00,74.00,5.00
8612,332.00,75.00,6.00
8613,332.00,76.00,7.00
8614,332.00,77.00,8.00
8615,332.00,78.00,9.00
8616,333.00,60.00,8.49
8617,333.00,61.00,7.83
8618,333.00,62.00,6.83
8619,333.00,63.00,5.83
8620,333.00,64.00,4.83
8621,333.00,65.00,3.83
8622,333.00,66.00,2.83
8623,333.00,67.00,2.00
8624,333.00,68.00,1.00
8625,333.00,69.00,0.00
8626,333.00,70.00,1.00
8627,333.00,71.00,2.00
8628,333.00,72.00,3.00
8629,333.00,73.00,4.00
8630,333.00,74.00,5.00
8631,333.00,75.00,6.00
8632,333.00,76.00,7.00
8633,333.00,77.00,8.00
8634,333.00,78.00,9.00
8635,334.00,59.00,9.07
8636,334.00,60.00,8.07
8637,334.00,61.00,7.07
8638,334.00,62.00,6.41
8639,334.00,63.00,5.41
8640,334.00,64.00,4.41
8641,334.00,65.00,3.41
8642,334.00,66.00,2.41
8643,334.00,67.00,1.41
8644,334.00,68.00,1.00
8645,334.00,69.00,0.00
8646,334.00,70.00,1.00
8647,334.00,71.00,2.00
8648,334.00,72.00,3.00
8649,334.00,73.00,4.00
8650,334.00,74.00,5.00
8651,334.00,75.00,6.00
8652,334.00,76.00,7.00
8653,334.00,77.00,8.00
8654,334.00,78.00,9.00
8655,335.00,58.00,9.49
8656,335.00,59.00,8.49
8657,335.00,60.00,7.66
8658,335.00,61.00,6.66
8659,335.00,62.00,5.66
8660,335.00,63.00,5.00
8661,335.00,64.00,4.00
8662,335.00,65.00,3.00
8663,335.00,66.00,2.00
8664,335.00,67.00,1.00
8665,335.00,68.00,0.00
8666,335.00,69.00,1.00
8667,335.00,70.00,1.41
8668,335.00,71.00,2.41
8669,335.00,72.00,3.41
8670,335.00,73.00,4.41
8671,335.00,74.00,5.41
8672,335.00,75.00,6.41
8673,335.00,76.00,7.41
8674,335.00,77.00,8.41
8675,336.00,57.00,9.07
8676,336.00,58.00,8.49
8677,336.00,59.00,8.07
8678,336.00,60.00,7.07
8679,336.00,61.00,6.24
8680,336.00,62.00,5.24
8681,336.00,63.00,4.24
8682,336.00,64.00,3.83
8683,336.00,65.00,2.83
8684,336.00,66.00,2.00
8685,336.00,67.00,1.00
8686,336.00,68.00,0.00
8687,336.00,69.00,1.00
8688,336.00,70.00,2.00
8689,336.00,71.00,2.83
8690,336.00,72.00,3.83
8691,336.00,73.00,4.83
8692,336.00,74.00,5.83
8693,336.00,75.00,6.83
8694,336.00,76.00,7.83
8695,336.00,77.00,8.83
8696,337.00,55.00,9.00
8697,337.00,56.00,8.49
8698,337.00,57.00,8.07
8699,337.00,58.00,7.66
8700,337.00,59.00,7.07
8701,337.00,60.00,6.66
8702,337.00,61.00,5.66
8703,337.00,62.00,4.83
8704,337.00,63.00,3.83
8705,337.00,64.00,2.83
8706,337.00,65.00,2.41
8707,337.00,66.00,1.41
8708,337.00,67.00,1.00
8709,337.00,68.00,0.00
8710,337.00,69.00,1.00
8711,337.00,70.00,2.00
8712,337.00,71.00,3.00
8713,337.00,72.00,4.00
8714,337.00,73.00,5.00
8715,337.00,74.00,6.00
8716,337.00,75.00,7.00
8717,337.00,76.00,8.00
8718,337.00,77.00,9.00
8719,338.00,50.00,9.00
8720,338.00,51.00,9.00
8721,338.00,52.00,9.00
8722,338.00,53.00,8.83
8723,338.00,54.00,8.41
8724,338.00,55.00,8.00
8725,338.00,56.00,8.00
8726,338.00,57.00,7.07
8727,338.00,58.00,6.66
8728,338.00,59.00,6.24
8729,338.00,60.00,5.66
8730,338.00,61.00,5.24
8731,338.00,62.00,4.24
8732,338.00,63.00,3.41
8733,338.00,64.00,2.41
8734,338.00,65.00,1.41
8735,338.00,66.00,1.00
8736,338.00,67.00,0.00
8737,338.00,68.00,1.00
8738,338.00,69.00,1.41
8739,338.00,70.00,2.41
8740,338.00,71.00,3.41
8741,338.00,72.00,4.41
8742,338.00,73.00,5.41
8743,338.00,74.00,6.41
8744,338.00,75.00,7.41
8745,338.00,76.00,8.41
8746,338.00,77.00,9.41
8747,339.00,42.00,9.00
8748,339.00,43.00,9.00
8749,339.00,44.00,9.00
8750,339.00,45.00,9.00
8751,339.00,46.00,8.83
8752,339.00,47.00,8.41
8753,339.00,48.00,8.00
8754,339.00,49.00,8.00
8755,339.00,50.00,8.00
8756,339.00,51.00,8.00
8757,339.00,52.00,8.00
8758,339.00,53.00,7.83
8759,339.00,54.00,7.41
8760,339.00,55.00,7.00
8761,339.00,56.00,7.00
8762,339.00,57.00,6.66
8763,339.00,58.00,5.66
8764,339.00,59.00,5.24
8765,339.00,60.00,4.83
8766,339.00,61.00,4.24
8767,339.00,62.00,3.83
8768,339.00,63.00,2.83
8769,339.00,64.00,2.00
8770,339.00,65.00,1.00
8771,339.00,66.00,0.00
8772,339.00,67.00,0.00
8773,339.00,68.00,1.00
8774,339.00,69.00,2.00
8775,339.00,70.00,2.83
8776,339.00,71.00,3.83
8777,339.00,72.00,4.83
8778,339.00,73.00,5.83
8779,339.00,74.00,6.83
8780,339.00,75.00,7.83
8781,339.00,76.00,8.83
8782,340.00,34.00,9.00
8783,340.00,35.00,9.00
8784,340.00,36.00,9.00
8785,340.00,37.00,9.00
8786,340.00,38.00,8.83
8787,340.00,39.00,8.41
8788,340.00,40.00,8.00
8789,340.00,41.00,8.00
8790,340.00,42.00,8.00
8791,340.00,43.00,8.00
8792,340.00,44.00,8.00
8793,340.00,45.00,8.00
8794,340.00,46.00,7.83
8795,340.00,47.00,7.41
8796,340.00,48.00,7.00
8797,340.00,49.00,7.00
8798,340.00,50.00,7.00
8799,340.00,51.00,7.00
8800,340.00,52.00,7.00
8801,340.00,53.00,6.83
8802,340.00,54.00,6.41
8803,340.00,55.00,6.00
8804,340.00,56.00,6.00
8805,340.00,57.00,5.66
8806,340.00,58.00,5.24
8807,340.00,59.00,4.24
8808,340.00,60.00,3.83
8809,340.00,61.00,3.41
8810,340.00,62.00,2.83
8811,340.00,63.00,2.41
8812,340.00,64.00,1.41
8813,340.00,65.00,1.00
8814,340.00,66.00,0.00
8815,340.00,67.00,1.00
8816,340.00,68.00,1.41
8817,340.00,69.00,2.41
8818,340.00,70.00,3.41
8819,340.00,71.00,4.24
8820,340.00,72.00,5.24
8821,340.00,73.00,6.24
8822,340.00,74.00,7.24
8823,340.00,75.00,8.24
8824,340.00,76.00,9.24
8825,341.00,26.00,9.00
8826,341.00,27.00,9.00
8827,341.00,28.00,9.00
8828,341.00,29.00,9.00
8829,341.00,30.00,8.83
8830,341.00,31.00,8.41
8831,341.00,32.00,8.00
8832,341.00,33.00,8.00
8833,341.00,34.00,8.00
8834,341.00,35.00,8.00
8835,341.00,36.00,8.00
8836,341.00,37.00,8.00
8837,341.00,38.00,7.83
8838,341.00,39.00,7.41
8839,341.00,40.00,7.00
8840,341.00,41.00,7.00
8841,341.00,42.00,7.00
